,source,target,value
470,Jorah ,Tyrion ,4
471,Jorah ,Irri ,4
472,Jorah ,Jhiqui ,3
473,Jorah ,Mormont ,57
474,Jorah ,Daario ,3
475,Jaime ,Sandor ,4
476,Jaime ,Tyrion ,13
477,Jaime ,Balon ,4
478,Jaime ,Tywin ,13
479,Jaime ,Edmure ,5
480,Jaime ,Gerold ,3
481,Jaime ,Barristan ,4
482,Jaime ,Boros ,7
483,Jaime ,Renly ,12
484,Jaime ,Varys ,4
485,Jaime ,Ilyn ,14
486,Jaime ,Loras ,6
487,Jaime ,Margaery ,5
488,Jaime ,Gregor ,3
489,Jaime ,Lancel ,3
490,Jaime ,Vargo ,6
491,Jaime ,Stark ,5
492,Jaime ,Targaryen ,4
493,Jaime ,Tully ,6
494,Jaime ,Lannister ,72
495,Jaime ,Clegane ,6
496,Jaime ,Selmy ,3
497,Jaime ,Blount ,6
498,Jaime ,Payne ,3
499,Jaime ,Tyrell ,4
500,Jaime ,Frey ,7
501,Jaime ,Piper ,3
502,Jaime ,Crakehall ,3
503,Jaime ,Littlefinger ,3
504,Jaime ,Merrett ,3
505,Jaime ,Rorge ,3
506,Jaime ,Ronnet ,7
507,Jaime ,Brienne ,25
508,Jaime ,Pia ,3
509,Jaime ,Osmund ,5
510,Jaime ,Qyburn ,3
511,Jaime ,Urswyck ,3
512,Jaime ,Kettleblack ,5
513,Jaime ,Red Ronnet ,6
514,Jaime ,Steelshanks ,5
515,Jaime ,Peck ,3
516,Jaime ,Zollo ,3
517,Jaime ,Dick ,5
518,Jaime ,Ned ,4
519,Jaime ,Nimble Dick ,4
520,Sandor ,Joffrey ,4
521,Sandor ,Lannister ,4
522,Sandor ,Clegane ,85
523,Tyrion ,Balon ,4
524,Tyrion ,Tywin ,17
525,Tyrion ,Joffrey ,14
526,Tyrion ,Myrcella ,5
527,Tyrion ,Stannis ,8
528,Tyrion ,Petyr ,3
529,Tyrion ,Varys ,11
530,Tyrion ,Yoren ,3
531,Tyrion ,Mace ,6
532,Tyrion ,Janos ,5
533,Tyrion ,Margaery ,3
534,Tyrion ,Gregor ,6
535,Tyrion ,Bronn ,18
536,Tyrion ,Tanda ,4
537,Tyrion ,Shagga ,9
538,Tyrion ,Kevan ,4
539,Tyrion ,Mandon ,6
540,Tyrion ,Timett ,3
541,Tyrion ,Addam ,3
542,Tyrion ,Dontos ,3
543,Tyrion ,Podrick ,5
544,Tyrion ,Shae ,13
545,Tyrion ,Stark ,15
546,Tyrion ,Snow ,3
547,Tyrion ,Baratheon ,4
548,Tyrion ,Arryn ,3
549,Tyrion ,Lannister ,118
550,Tyrion ,Martell ,4
551,Tyrion ,Mormont ,9
552,Tyrion ,Clegane ,4
553,Tyrion ,Payne ,3
554,Tyrion ,Tyrell ,5
555,Tyrion ,Slynt ,3
556,Tyrion ,Bran ,3
557,Tyrion ,Littlefinger ,6
558,Tyrion ,Jacelyn ,3
559,Tyrion ,Osmund ,5
560,Tyrion ,Galyeon ,3
561,Tyrion ,Griff ,9
562,Tyrion ,Haldon ,9
563,Tyrion ,Lemore ,3
564,Tyrion ,Penny ,11
565,Tyrion ,Halfmaester ,3
566,Balon ,Joffrey ,3
567,Balon ,Boros ,3
568,Balon ,Renly ,3
569,Balon ,Baelor ,3
570,Balon ,Loras ,5
571,Balon ,Gregor ,3
572,Balon ,Gyles ,3
573,Balon ,Stark ,4
574,Balon ,Greyjoy ,28
575,Balon ,Lannister ,4
576,Balon ,Blount ,3
577,Balon ,Tyrell ,5
578,Balon ,Swann ,32
579,Balon ,Osmund ,5
580,Balon ,Storm ,5
581,Balon ,Ned ,3
582,Rickard ,Stark ,3
583,Rickard ,Karstark ,12
584,Rickard ,Greatjon ,3
585,Lyanna ,Stark ,4
586,Howland ,Reed ,6
587,Tywin ,Joffrey ,4
588,Tywin ,Edmure ,3
589,Tywin ,Stannis ,5
590,Tywin ,Mace ,4
591,Tywin ,Gregor ,4
592,Tywin ,Kevan ,8
593,Tywin ,Amory ,3
594,Tywin ,Stark ,3
595,Tywin ,Targaryen ,3
596,Tywin ,Lannister ,103
597,Tywin ,Clegane ,3
598,Tywin ,Tyrell ,7
599,Tywin ,Bolton ,5
600,Tywin ,Kingslayer ,3
601,Tywin ,Merryweather ,4
602,Joffrey ,Barristan ,3
603,Joffrey ,Stannis ,9
604,Joffrey ,Renly ,3
605,Joffrey ,Varys ,3
606,Joffrey ,Ilyn ,4
607,Joffrey ,Janos ,3
608,Joffrey ,Margaery ,8
609,Joffrey ,Dontos ,3
610,Joffrey ,Stark ,6
611,Joffrey ,Baratheon ,10
612,Joffrey ,Clegane ,3
613,Joffrey ,Tyrell ,4
614,Joffrey ,Osmund ,4
615,Myrcella ,Arys ,5
616,Myrcella ,Martell ,3
617,Daeron ,Baelor ,3
618,Edmure ,Petyr ,3
619,Edmure ,Marq ,3
620,Edmure ,Stark ,3
621,Edmure ,Tully ,28
622,Edmure ,Frey ,4
623,Edmure ,Stone ,4
624,Edmure ,Piper ,3
625,Edmure ,Blackfish ,8
626,Edmure ,Greatjon ,3
627,Arthur ,Dayne ,9
628,Arthur ,Sword of the Morning,8
629,Mordane ,Jeyne ,5
630,Lew ,Little Lew ,5
631,Serwyn ,Aemon ,3
632,Serwyn ,Shield ,4
633,Ryam ,Aemon ,5
634,Ryam ,Barristan ,3
635,Ryam ,Redwyne ,4
636,Aemon ,Stannis ,3
637,Aemon ,Naerys ,3
638,Aemon ,Hobb ,3
639,Aemon ,Clydas ,8
640,Aemon ,Florian ,5
641,Aemon ,Targaryen ,5
642,Aemon ,Pyp ,3
643,Aemon ,Gilly ,6
644,Gerold ,Dayne ,3
645,Gerold ,Hightower ,7
646,Barristan ,Boros ,3
647,Barristan ,Selmy ,47
648,Barristan ,Belwas ,3
649,Barristan ,Daario ,3
650,Barristan ,Skahaz ,3
651,Barristan ,Hizdahr ,6
652,Barristan ,Ned ,4
653,Boros ,Lancel ,3
654,Boros ,Arys ,4
655,Boros ,Preston ,5
656,Boros ,Lannister ,4
657,Boros ,Blount ,27
658,Boros ,Osmund ,7
659,Mikken ,Bran ,3
660,Walder ,Lothar ,3
661,Walder ,Frey ,39
662,Walder ,Rivers ,13
663,Walder ,Bran ,4
664,Walder ,Edwyn ,5
665,Walder ,Big Walder ,27
666,Walder ,Little Walder ,42
667,Walder ,Black Walder ,18
668,Stannis ,Renly ,26
669,Stannis ,Mace ,3
670,Stannis ,Wyman ,4
671,Stannis ,Stark ,4
672,Stannis ,Snow ,6
673,Stannis ,Baratheon ,73
674,Stannis ,Arryn ,4
675,Stannis ,Redwyne ,3
676,Stannis ,Tyrell ,7
677,Stannis ,Cressen ,3
678,Stannis ,Steffon ,3
679,Stannis ,Davos ,19
680,Stannis ,Salladhor ,4
681,Stannis ,Melisandre ,12
682,Stannis ,Axell ,3
683,Stannis ,Devan ,6
684,Stannis ,Azor Ahai ,4
685,Stannis ,Edric ,3
686,Stannis ,Cortnay ,4
687,Stannis ,Imry ,3
688,Stannis ,Ramsay ,3
689,Stannis ,Florent ,3
690,Stannis ,Storm ,3
691,Stannis ,Ned ,6
692,Renly ,Margaery ,7
693,Renly ,Stark ,5
694,Renly ,Baratheon ,19
695,Renly ,Lannister ,4
696,Renly ,Tyrell ,3
697,Renly ,Tarth ,3
698,Renly ,Brienne ,10
699,Renly ,Dick ,3
700,Renly ,Ned ,7
701,Renly ,Nimble Dick ,3
702,Petyr ,Baelish ,38
703,Irri ,Jhiqui ,37
704,Irri ,Doreah ,9
705,Irri ,Missandei ,3
706,Jhiqui ,Doreah ,9
707,Jhiqui ,Missandei ,4
708,Haggo ,Qotho ,3
709,Alyn ,Ramsay ,4
710,Alyn ,Sour Alyn ,10
711,Baelor ,Blacktyde ,5
712,Varys ,Shae ,7
713,Varys ,Stark ,3
714,Varys ,Littlefinger ,13
715,Yoren ,Gendry ,3
716,Yoren ,Lommy ,4
717,Yoren ,Hot Pie ,4
718,Yoren ,Koss ,3
719,Morrec ,Jyck ,3
720,Vayon ,Poole ,10
721,Hallis ,Mollen ,13
722,Ilyn ,Payne ,23
723,Ilyn ,Slynt ,3
724,Raymun ,Darry ,8
725,Raymun ,Redbeard ,3
726,Aron ,Santagar ,10
727,Aron ,Brune ,4
728,Loras ,Mace ,3
729,Loras ,Margaery ,3
730,Loras ,Gregor ,4
731,Loras ,Tyrell ,37
732,Loras ,Swann ,4
733,Loras ,Osmund ,5
734,Grenn ,Halder ,3
735,Grenn ,Dywen ,5
736,Grenn ,Toad ,6
737,Grenn ,Pyp ,21
738,Grenn ,Dolorous Edd ,4
739,Alliser ,Janos ,6
740,Alliser ,Thorne ,33
741,Alliser ,Slynt ,3
742,Halder ,Toad ,4
743,Halder ,Pyp ,6
744,Donal ,Qhorin ,4
745,Donal ,Snow ,3
746,Donal ,Noye ,44
747,Donal ,Mag ,4
748,Cotter ,Bowen ,4
749,Cotter ,Denys ,11
750,Cotter ,Othell ,3
751,Cotter ,Pyke ,41
752,Cotter ,Marsh ,3
753,Cotter ,Mallister ,4
754,Bowen ,Denys ,5
755,Bowen ,Janos ,6
756,Bowen ,Othell ,10
757,Bowen ,Pyke ,3
758,Bowen ,Marsh ,73
759,Bowen ,Mallister ,3
760,Bowen ,Yarwyck ,5
761,Mace ,Randyll ,6
762,Mace ,Kevan ,3
763,Mace ,Redwyne ,6
764,Mace ,Tyrell ,79
765,Mace ,Tarly ,5
766,Mace ,Rowan ,3
767,Helman ,Robett ,3
768,Helman ,Tallhart ,9
769,Helman ,Glover ,4
770,Galbart ,Maege ,3
771,Galbart ,Robett ,5
772,Galbart ,Greyjoy ,3
773,Galbart ,Glover ,19
774,Galbart ,Greatjon ,4
775,Wyman ,Manderly ,18
776,Wyman ,Davos ,5
777,Wyman ,Whoresbane ,3
778,Jaremy ,Rykker ,8
779,Jaremy ,Halfhand ,3
780,Maege ,Mormont ,5
781,Maege ,Greatjon ,3
782,Yohn ,Royce ,9
783,Yohn ,Brune ,3
784,Yohn ,Bronze Yohn ,22
785,Denys ,Pyke ,10
786,Denys ,Marsh ,4
787,Denys ,Mallister ,14
788,Jeyne ,Beric ,4
789,Jeyne ,Poole ,18
790,Jeyne ,Westerling ,5
791,Jeyne ,Farman ,4
792,Jeyne ,Melara ,3
793,Tomard ,Cayn ,5
794,Tomard ,Ned ,5
795,Syrio ,Forel ,31
796,Syrio ,Jaqen ,3
797,Hugh ,Hungerford ,4
798,Samwell ,Tarly ,48
799,Randyll ,Mathis ,3
800,Randyll ,Tyrell ,7
801,Randyll ,Tarly ,29
802,Randyll ,Rowan ,3
803,Randyll ,Brienne ,3
804,Qhorin ,Mormont ,3
805,Qhorin ,Halfhand ,41
806,Mathis ,Rowan ,9
807,Janos ,Othell ,3
808,Janos ,Thorne ,5
809,Janos ,Marsh ,6
810,Janos ,Slynt ,55
811,Margaery ,Stark ,3
812,Margaery ,Tyrell ,29
813,Margaery ,Megga ,3
814,Margaery ,Taena ,3
815,Beric ,Thoros ,9
816,Beric ,Dondarrion ,19
817,Beric ,Lem ,4
818,Beric ,Ned ,3
819,Tobho ,Mott ,3
820,Gendry ,Lommy ,4
821,Gendry ,Hot Pie ,17
822,Gendry ,Lem ,3
823,Gendry ,Tom ,3
824,Masha ,Heddle ,8
825,Jason ,Patrek ,3
826,Jason ,Jonos ,3
827,Jason ,Tytos ,3
828,Jason ,Mallister ,17
829,Jason ,Bracken ,3
830,Jason ,Blackwood ,3
831,Patrek ,Mallister ,6
832,Jonos ,Tytos ,3
833,Jonos ,Mallister ,3
834,Jonos ,Bracken ,13
835,Jonos ,Blackwood ,4
836,Gregor ,Amory ,5
837,Gregor ,Clegane ,42
838,Gregor ,Lorch ,3
839,Gregor ,Ned ,5
840,Bryce ,Caron ,8
841,Robar ,Emmon ,5
842,Robar ,Royce ,5
843,Horas ,Hobber ,5
844,Horas ,Redwyne ,6
845,Hobber ,Redwyne ,3
846,Hosteen ,Frey ,5
847,Danwell ,Frey ,3
848,Emmon ,Royce ,3
849,Emmon ,Frey ,7
850,Emmon ,Brienne ,3
851,Emmon ,Cuy ,5
852,Martyn ,Perwyn ,3
853,Martyn ,Rivers ,5
854,Jalabhar ,Redwyne ,3
855,Jalabhar ,Xho ,12
856,Jalabhar ,Tallad ,3
857,Jalabhar ,Lambert ,3
858,Lothor ,Brune ,19
859,Moon Boy ,Lancel ,9
860,Moon Boy ,Dontos ,4
861,Moon Boy ,Osmund ,9
862,Moon Boy ,Kettleblack ,10
863,Lancel ,Kevan ,5
864,Lancel ,Lannister ,6
865,Lancel ,Darry ,4
866,Lancel ,Osmund ,12
867,Lancel ,Kettleblack ,11
868,Anguy ,Lem ,7
869,Anguy ,Tom ,5
870,Cayn ,Ned ,3
871,Bronn ,Vardis ,3
872,Bronn ,Shagga ,4
873,Bronn ,Stark ,4
874,Bronn ,Alayaya ,3
875,Willis ,Wode ,7
876,Roose ,Vargo ,3
877,Roose ,Frey ,4
878,Roose ,Bolton ,102
879,Tanda ,Gyles ,4
880,Tanda ,Lollys ,4
881,Donnel ,Hill ,5
882,Donnel ,Sweet Donnel ,14
883,Donnel ,Sweet ,14
884,Nestor ,Lyn ,4
885,Nestor ,Royce ,11
886,Nestor ,Corbray ,4
887,Mya ,Stone ,10
888,Lyn ,Corbray ,12
889,Vardis ,Egen ,5
890,Joseth ,Bran ,3
891,Osha ,Bran ,5
892,Osha ,Hodor ,3
893,Farlen ,Old Nan ,3
894,Albar ,Royce ,4
895,Anya ,Waynwood ,3
896,Mark ,Mullendore ,6
897,Oswell ,Whent ,7
898,Hobb ,Clydas ,3
899,Hobb ,Slynt ,3
900,Gunthor ,Gurn ,3
901,Shagga ,Dolf ,3
902,Shagga ,Conn ,4
903,Shagga ,Ulf ,3
904,Shagga ,Timett ,5
905,Shagga ,Stone ,3
906,Conn ,Stone ,3
907,Karyl ,Marq ,3
908,Karyl ,Vance ,8
909,Karyl ,Piper ,3
910,Arys ,Blount ,3
911,Arys ,Oakheart ,19
912,Arys ,Arianne ,5
913,Marq ,Lothar ,3
914,Marq ,Vance ,3
915,Marq ,Piper ,16
916,Lothar ,Frey ,7
917,Lothar ,Piper ,3
918,Preston ,Greenfield ,7
919,Kevan ,Addam ,3
920,Kevan ,Lannister ,22
921,Kevan ,Tyrell ,3
922,Othell ,Marsh ,9
923,Othell ,Yarwyck ,17
924,Dywen ,Hake ,3
925,Mandon ,Moore ,15
926,Torrhen ,Stark ,3
927,Robin ,Ryger ,7
928,Robin ,Flint ,8
929,Robin ,Smalljon ,4
930,Robin ,Hop-Robin ,8
931,Robin ,Horse ,3
932,Robett ,Tallhart ,3
933,Robett ,Glover ,21
934,Quaro ,Rakharo ,4
935,Rakharo ,Jhogo ,3
936,Wylis ,Wendel ,3
937,Wylis ,Manderly ,5
938,Wendel ,Manderly ,15
939,Wendel ,Shadd ,3
940,Ulf ,Umar ,3
941,Ulf ,Timett ,3
942,Flement ,Brax ,5
943,Tytos ,Mallister ,3
944,Tytos ,Blackwood ,8
945,Addam ,Marbrand ,18
946,Gyles ,Rosby ,6
947,Gyles ,Terrance ,4
948,Dontos ,Hollard ,3
949,Doran ,Martell ,31
950,Doran ,Arianne ,3
951,Perwyn ,Frey ,4
952,Olyvar ,Frey ,4
953,Pate ,Walgrave ,3
954,Mirri ,Maz Duur ,40
955,Podrick ,Payne ,30
956,Podrick ,Brienne ,10
957,Podrick ,Cedric ,3
958,Podrick ,Hyle ,6
959,Podrick ,Meribald ,4
960,Dacey ,Mormont ,4
961,Garth ,Tyrell ,3
962,Garth ,Dirk ,5
963,Garth ,Karl ,3
964,Garth ,Ollo ,4
965,Harys ,Swyft ,16
966,Forley ,Prester ,5
967,Vargo ,Amory ,4
968,Vargo ,Bolton ,4
969,Vargo ,Hoat ,35
970,Amory ,Clegane ,3
971,Amory ,Hoat ,4
972,Amory ,Lorch ,18
973,Royce ,Bronze Yohn ,6
974,Stark ,Snow ,3
975,Stark ,Greyjoy ,6
976,Stark ,Baratheon ,3
977,Stark ,Arryn ,7
978,Stark ,Tully ,7
979,Stark ,Lannister ,8
980,Stark ,Tyrell ,5
981,Stark ,Bolton ,4
982,Stark ,Bran ,7
983,Stark ,Brienne ,3
984,Stark ,Ben ,11
985,Stark ,Ned ,57
986,Rayder ,Tormund ,8
987,Rayder ,Giantsbane ,3
988,Snow ,Baratheon ,3
989,Snow ,Stone ,5
990,Snow ,Bran ,3
991,Snow ,Ramsay ,4
992,Greyjoy ,Baratheon ,4
993,Greyjoy ,Bolton ,3
994,Greyjoy ,Dagon ,4
995,Baratheon ,Lannister ,7
996,Baratheon ,Tyrell ,4
997,Baratheon ,Davos ,3
998,Arryn ,Ned ,10
999,Targaryen ,Lannister ,5
1000,Tully ,Frey ,4
1001,Lannister ,Clegane ,5
1002,Lannister ,Tyrell ,7
1003,Lannister ,Frey ,5
1004,Lannister ,Bran ,4
1005,Lannister ,The Imp ,3
1006,Lannister ,Littlefinger ,4
1007,Lannister ,Ned ,6
1008,Martell ,Arianne ,9
1009,Martell ,Quentyn ,16
1010,Mormont ,Halfhand ,4
1011,Mormont ,Greatjon ,3
1012,Mormont ,Thoren ,3
1013,Reed ,Bran ,4
1014,Reed ,Meera ,18
1015,Reed ,Jojen ,17
1016,Redwyne ,Tyrell ,11
1017,Redwyne ,Rowan ,5
1018,Selmy ,Skahaz ,3
1019,Mollen ,Hal ,14
1020,Payne ,Brienne ,3
